0, 1928, 1856, 293.87887848304763
1, 1928, 1856, 272.7864955583185
2, 1928, 1856, 313.60377246541134
3, 1928, 1856, 261.81067527443514
4, 1928, 1856, 312.325253510801
5, 1928, 1856, 308.73615304488953
6, 1928, 1856, 267.3786082193434
7, 1928, 1856, 291.662510716981
8, 1928, 1856, 305.1119781670672
9, 1928, 1856, 261.3525748583568
10, 1928, 1856, 304.4470167378701
11, 1928, 1856, 248.48050986776326
12, 1928, 1856, 219.1586564974204
13, 1928, 1856, 249.91729914603965
14, 1928, 1856, 264.49466662390773
15, 1928, 1856, 282.53863918540515
16, 1928, 1856, 295.78213035259284
17, 1928, 1856, 306.37136018072823
18, 1928, 1856, 322.88862766734815
19, 1928, 1856, 276.55926949992147
20, 1928, 1856, 280.45188887317653
21, 1928, 1856, 334.96502756931073
22, 1928, 1856, 281.27997154835765
23, 1928, 1856, 296.9629242582366
24, 1928, 1856, 266.7145655074878
25, 1928, 1856, 269.33545668691045
26, 1928, 1856, 300.72782820611343
27, 1928, 1856, 269.7335098433301
28, 1928, 1856, 313.31370699939674
29, 1928, 1856, 302.5266756280798
30, 1928, 1856, 292.6273515587234
31, 1928, 1856, 265.54428827355366
32, 1928, 1856, 323.07644867392463
33, 1928, 1856, 308.99208846061634
34, 1928, 1856, 267.4100202361445
35, 1928, 1856, 309.3322751881923
36, 1928, 1856, 309.8979177719057
37, 1928, 1856, 288.3532199445058
38, 1928, 1856, 310.7888761805817
39, 1928, 1856, 258.3120994318127
